Season,target,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20
2010,1,-12.3102533,1.610439983,-1.500802813,-1.2887905,2.880902363,2.943726825,5.538635364,-4.688783506,-1.608078396,-1.350008773,-3.000863668,0.480689916,1.555189949,-4.040089839,-1.110389828,5.260234772,-6.476994468,1.815819393,-3.731206396,-1.160083838
2010,1,2.943422293,1.339769281,-5.576586197,6.032257611,0.911387746,1.972156834,5.575416972,1.994021347,1.980298005,2.018272685,-1.504002382,2.391061112,0.861742854,0.760648106,-1.807684302,4.304071833,2.954537585,-2.897927904,-0.420769212,-1.699432039
2010,1,-10.22537212,1.718547971,4.242569064,0.144145693,8.40810597,6.286086329,-0.19252565,-3.857479955,0.633440356,-2.409191547,-4.261841805,1.700257024,1.022715089,-2.872833355,-3.45229281,3.379384775,1.082015155,0.265918994,-0.865490111,1.929725276
2010,1,-5.275919905,2.0624652,4.671130211,1.086355419,2.439988125,1.045715366,-3.027539228,-1.138726999,2.341093806,-3.694049719,-3.938423373,4.112562423,0.507827729,-0.837949413,-2.688321652,-0.498790416,3.859651373,-0.499624062,0.631740013,-1.010789375
2010,1,-0.088314277,3.81732007,3.963433438,1.791353393,3.595600192,7.959364847,-5.116023305,-1.604575267,-0.993573123,2.053008094,3.765225308,5.529939779,-1.333486842,-8.89323845,-0.456636519,2.137362029,5.039475293,-2.335341298,-0.09677254,0.159333104
2010,1,-2.736723378,2.076249716,2.403867013,0.501326431,6.068916562,4.70946271,3.757679785,-3.075068436,3.291112671,-0.168298089,-2.822889292,2.994235831,-3.525393915,-2.288045685,0.998750816,9.073423954,-2.51688898,0.282039937,2.642087176,-3.711759039
2010,1,1.895508096,2.55264138,-4.467696958,0.167977525,-4.333192606,1.912392098,-0.814245438,-2.136075936,-2.076600128,-1.014536543,-1.56175664,-0.13892199,0.515962043,-0.885872628,-5.236848318,4.356919483,3.07765398,0.550832697,-0.340751177,2.141333271
2010,1,0.027529419,-4.652477727,-1.811416977,2.342575161,3.970883242,-0.349461015,5.0083834,-4.534839792,-1.442295439,-4.764780458,-2.276137743,-2.561680322,0.720236634,0.418602055,-0.099813377,0.932762268,-0.017895256,-3.035741282,0.553535639,-3.207748019
2010,1,-3.064915121,4.89333424,-0.531616292,1.154805469,-1.360403925,2.807701606,-0.407806751,3.580851284,-0.09575272,-7.259221586,-3.628161203,2.789734256,2.322448805,1.586940118,-3.955816464,3.20921228,-2.615432591,0.569000864,1.322063448,0.887449145
2010,1,-3.910610754,7.082039314,3.834865602,2.879984353,5.642705136,2.401249248,3.624591754,-2.126452819,2.307235578,-2.379748952,-0.704329642,-1.192197098,0.025500749,-4.150043337,-0.814032984,2.801794977,-3.223641923,-2.722403692,-4.126180066,2.457704369
2010,1,-0.913063292,-3.232367778,2.337248964,2.85376301,4.190153516,-0.861118036,-0.039597595,2.026257622,1.186162548,-0.985651275,0.263308837,-0.103546119,2.584266645,-4.133644666,4.745616311,-2.46142645,0.209336466,3.051680421,-1.1431645,0.458439385
2010,1,-3.842489041,0.227238898,0.323401568,-2.497051672,2.305005849,1.501055156,3.699838095,1.553276669,-2.063265146,-2.441542168,-2.095493979,0.636995222,-1.581653854,-7.937072213,-0.04006155,2.928305763,-2.253108443,1.541278891,0.45798543,3.824222225
2010,1,0.900769272,4.271825858,4.685040696,1.856549972,3.130018199,3.207134635,-1.004579266,-0.457937061,1.667546325,-3.273964885,-4.61334533,3.679213789,1.741729074,-4.16064256,-0.170982077,2.778431217,-0.881181465,-3.483624891,-3.346066205,3.311099286
2010,1,-8.11181046,-4.674674011,-0.517567225,2.437290302,9.514844824,3.917967962,1.845113243,0.635257458,-0.613528038,1.700142335,2.998178352,-0.794972962,-1.380391218,-3.127839362,-1.449974748,-1.257531666,-3.424663576,-2.742645618,-0.743196601,1.247611252
2010,1,-11.95518238,2.585100244,2.15212656,0.989293578,9.78441169,6.337223156,-0.905694799,0.691742959,3.746659758,1.677375665,4.905930009,3.563410289,1.391597784,-2.062704031,-4.041442099,-0.79431032,1.96586951,0.142740958,2.426194471,3.071340199
2010,1,-7.737649717,0.054125546,-1.213157271,-1.493646673,9.357232045,4.827177686,2.197698381,-0.865303293,-1.060911062,-1.722615647,-1.350963139,-2.266559627,-1.701573031,-2.924090422,-1.364606783,4.336686433,-1.217935826,0.916682978,0.967151786,3.16747323
2010,1,7.337784371,-0.55253264,6.756347623,3.03348791,1.755933668,3.651425531,2.297875582,-5.195742193,0.615118642,-3.158907639,-4.1476029,2.500454513,2.157128875,2.316740986,-1.798849974,3.896270695,-3.869520872,-0.046689533,-1.525252307,2.012250346
2010,1,-15.52138792,-3.405113625,-3.847904676,2.982650597,11.94896179,8.018244946,2.425117409,-4.191814938,-2.202879116,-0.832772782,0.069221023,1.129682078,-1.467385193,0.626218017,-3.417637165,1.995742583,1.077197334,-0.716432987,1.805076634,-1.011349779
2010,1,-5.876778176,-2.58927002,6.099159183,7.239255402,9.271104996,-1.82470069,4.382697655,-1.365066075,-1.59672311,-0.141169885,2.579049856,3.813249012,4.732333727,-1.47602631,-0.172999895,-4.895741965,4.035106483,-2.546916906,0.373970749,-0.573138909
2010,1,-4.99235705,-0.256457657,-2.922969219,-3.403281261,4.236903105,-0.306951947,1.071035137,-1.520304542,-3.403882464,-1.602082306,6.959768795,-4.914163248,2.49049564,-0.317894136,-0.898422519,3.792897378,1.477528924,1.884853084,1.72642098,-1.193957627
2010,1,-6.002910844,-1.249797064,3.797627035,3.206663429,4.575999993,3.118235229,7.564303163,-1.098813453,-4.300677335,-6.431705598,-1.995218716,2.515612235,-0.671141376,2.807622661,-3.690204414,-0.937768655,-1.92954484,-0.605238627,-1.500462394,-0.309807576
2010,1,-8.052845006,0.497065851,-4.242743148,-1.048410429,4.41632043,2.133426909,-2.419030055,-0.703257111,-3.021898422,-5.9268005,-1.769653307,-0.200956835,2.240177207,-1.431301125,-2.568458095,-2.82826775,-2.00970092,-0.145657324,-2.690923691,2.814317087
2010,1,-5.168661492,-1.558871195,-9.163010698,0.5906793,4.211551913,6.555867432,4.554598718,-1.446032292,-1.322232705,0.038889775,-0.292980983,3.263486154,-0.508715991,0.585078206,-1.219316903,1.482751809,7.418501814,2.050134404,4.374259389,2.094914761
2010,1,-2.64749869,0.945788403,-3.390073893,3.82151977,4.111224927,1.048660599,3.33007059,0.030295362,-0.160151594,-1.845863302,2.986666727,-3.623440229,2.644080317,-1.511583164,0.101259711,1.102536421,-1.129904162,0.586825864,-2.885851271,1.039889112
2010,1,5.321226335,8.381581097,1.357233146,16.30225695,-5.458571729,8.036475232,-0.364735581,1.24957552,-5.824175232,0.213248525,-7.527541168,3.098552729,1.417099599,4.468538243,-1.138864141,-1.089870625,2.166676231,-4.413983378,0.514593472,-0.834819125
2010,1,7.132945655,-0.656657269,3.510990263,-4.332715137,-0.273750929,7.508864498,-2.72530519,-5.302053976,0.905494824,-2.504811689,-2.283701037,2.674599752,5.057867673,-4.227237277,-5.249286116,2.608466751,-0.629226443,-0.163276544,0.738071785,1.589757528
2010,1,-5.70720414,1.877397161,0.053773749,2.545053786,6.056943391,4.102738083,-0.663815248,-0.26074747,1.372837419,-4.051847988,2.090245102,-0.445318755,0.222518779,0.061340329,0.791643593,-3.713331113,2.565132145,2.212517009,0.746797823,-2.067020487
2010,1,1.429961573,3.265421193,-1.497637402,-1.927819333,0.839404704,-0.180590116,1.212946929,-8.05443881,-0.672421507,-5.054897449,-3.046771138,-2.562177551,-5.777004303,3.15659675,0.935393215,6.153476268,-0.441832654,-0.154570718,4.009396368,0.170267794
2010,1,1.946632405,-3.706113512,-1.205164104,1.44814836,1.179738377,-0.517383978,5.076018346,-5.380154411,-9.183962693,-1.240691287,-4.750309586,-1.922982724,3.357836464,-0.080978959,-0.531877472,1.389330145,1.339347793,-0.450814388,-6.916718802,4.542879328
2010,1,-3.858125382,3.27814212,7.454010226,6.076441811,9.508685552,2.645806647,1.843010487,2.034243497,1.475548329,-1.13533317,-0.241672395,-2.378083798,3.742882581,-2.811767701,1.820506394,-0.356830031,-3.807621256,-3.283001645,-1.014597285,3.007139879
2010,1,2.942516517,0.770700376,3.922116795,6.006502833,3.030212079,-2.355433654,-2.153513309,-1.228389041,-4.051852109,-10.0389116,-10.29399837,3.317728722,-0.900929062,3.593271006,0.598370136,1.66535316,2.251534172,-0.538191995,-1.18290046,-3.291383211
2010,1,-6.710956374,0.64189931,-3.975699641,-2.828969123,7.811047562,-2.460911933,-6.188548515,-0.865869306,1.775105123,1.6951959,0.981505285,-1.443000486,0.219017244,-4.446867006,3.697171624,3.566727892,1.827284494,1.451556189,5.042152391,-1.660247122
2010,1,-11.30222665,1.777143397,-2.538937043,-1.799867635,-2.341608331,1.332801021,4.633167597,-4.0622337,-1.130820348,0.467349009,-5.104706216,2.786042472,0.269664055,-3.372210428,-2.639848615,5.757988698,-4.763898783,0.519909774,-6.196853434,-1.304757222
2010,1,-7.744967902,2.060054062,4.183141101,-1.336799755,-0.144708398,1.730669405,-4.080838441,-1.158366282,1.787779745,-0.664466454,-5.518528184,2.290972102,2.603793054,-3.310397222,1.338162911,-2.569453527,-0.499855972,-0.61738714,-2.330206068,4.075469873
2010,1,-4.599079188,1.679457077,4.217255221,0.645561551,-0.48110988,0.393086704,-3.094999365,-1.828694904,2.903825768,-2.2494393,-3.773882256,3.878939147,0.793379073,0.63856088,-4.78751385,-0.148542549,3.442118058,-1.000501145,-1.045690675,0.089434915
2010,1,-0.974182701,2.585294161,1.228870064,0.581071219,-2.087453287,1.736545503,-0.223052862,-0.12727627,4.075427144,0.925007386,-5.856926851,7.784075586,-3.177709422,-0.802176375,2.165117191,1.244963149,0.34236191,0.793031253,0.78359186,-3.405912175
2010,1,2.559018047,2.51678695,-4.513513101,-0.216466571,-6.525939656,0.096826731,-2.557608191,-1.628065579,-2.041015772,0.02920269,-1.560072524,-1.346955225,0.869246996,-0.491878658,-2.409585957,0.568279381,2.857662863,0.725559941,0.286995855,2.551837272
2010,1,-3.178843083,4.498665318,-0.435524642,0.581767958,-0.749466359,2.219151905,-0.621075811,3.90012648,-0.703132195,-4.600182587,-1.19372854,0.619211632,2.363801596,0.894339045,-0.780800412,1.694220027,-2.140025036,-0.844177007,-0.596905135,0.989875909
2010,1,-6.671269372,-4.507536132,-2.343325249,1.441201778,2.166415058,0.325559074,-1.314774454,2.016792318,-0.181192258,3.064753396,1.453798604,0.037987906,-1.479526165,-1.061587773,1.696877982,-3.704897224,-1.669992302,-0.891958711,0.862643054,0.460929916
2010,1,-10.55907407,3.052464895,1.080142714,-0.417974243,1.815551323,1.123715317,-0.96293287,2.683285459,3.419185101,2.785396696,0.465754092,2.27978295,-1.951434878,-1.141235445,-0.611339717,2.370760935,-1.999294927,-0.727173332,-1.80726639,0.037406963
2010,1,-13.97811265,-3.545008831,-5.008351982,1.414411855,4.934639809,4.600507355,-0.044942603,-3.262062189,-2.478397859,1.249667902,-0.42179348,0.180510254,-1.285817332,0.939885378,-1.934374432,0.386081129,0.346649801,0.214578035,0.741770581,1.030390521
2010,1,-4.735263045,-2.515818879,4.749643817,6.454739309,2.630316488,-6.133855846,2.851650959,-1.142884665,-3.042063909,-0.120422595,-1.090250372,2.118068675,4.764166041,1.725116059,3.045226729,-3.708295752,2.567012354,-0.077246701,0.522962425,-1.026855353
2010,1,-3.153236888,0.004418399,-4.67333249,-5.216539209,-5.083874352,-4.114360986,-2.128421469,-0.286143036,-2.708293693,0.086419765,4.506150635,-3.874070399,1.366997811,0.695372339,-1.438889651,3.28994411,0.895804783,2.419442271,2.234007673,1.531178523
2010,1,-4.322665577,-1.515794223,1.424364269,0.522630368,-4.26373586,-2.225580308,4.748893871,-0.550559931,-4.661365861,-4.121598394,-2.351995668,-0.860741976,-1.727968908,5.057411163,0.817379715,0.761351036,-3.072977717,1.582313401,1.000350623,-0.567623603
2010,1,-7.593169497,0.233572541,-5.108186274,-2.509734898,1.506710437,-0.620091589,-3.910834805,0.205818026,-3.007919453,-3.21919152,-0.427105677,-3.231339737,1.014983064,-0.642614884,1.466201964,-3.739713142,-2.794217779,-0.702150409,-0.961840331,2.296904488
2010,1,-2.306111627,1.592197025,-2.79288503,5.074541676,3.766554924,1.066264599,1.718832415,0.650911914,0.4990546,-2.510600253,-0.105877127,-0.959333091,2.947945699,-1.598617815,-0.056824971,-4.264819326,1.380057343,-0.821452808,-2.684495699,1.703701154
2010,1,5.387162559,7.82518184,1.985974216,15.60549325,-5.121568853,8.381665833,0.008423317,0.338829811,-6.447678066,0.191122095,-5.029823126,0.7005521,3.469501142,3.697147032,-1.517332051,-0.72809721,-1.544788046,-2.794311437,-0.391798629,2.452917574
2010,1,-5.481903821,0.782411089,-4.29224386,-3.047260499,2.458613073,-3.207827047,-8.050903523,-0.641786965,2.216006183,2.279429491,-0.868774856,1.972273107,1.305284003,-4.231747688,1.233653838,0.745750998,2.540128481,1.347199512,1.356460954,1.632015924
2010,1,-11.19944488,1.92789943,-4.249882838,-2.748426656,-5.812011717,-0.81280715,2.324142642,-2.517564084,-0.791871622,1.340435626,-5.246145303,1.561314815,-1.997918125,-1.112061433,-1.16906897,4.581456746,-4.706818066,0.841649535,-4.03826054,-1.522443489
2010,1,-8.000915585,2.064671575,3.957943209,-1.796062904,0.413968472,0.537128431,-4.3603348,-0.35381919,1.141764142,-0.741329788,-4.997737391,-0.410076084,1.866689413,-3.814776812,4.382931216,-2.340717036,-1.720496445,0.447028288,0.424922337,2.788430182
2010,1,-5.743751804,-4.684527047,-2.498486075,1.369212583,0.056209461,0.555238808,-0.532224373,1.09507557,0.738603838,3.646633222,0.886684556,2.083848147,-1.382739139,-0.883648343,-2.141034788,-1.322554819,0.209008632,-2.221933116,-0.005786132,-0.962374614
2010,1,-6.016322408,0.46745105,-4.104394068,-3.405155951,4.731332026,-2.765440843,-6.837480384,-1.58313935,2.04955774,3.366583807,0.408421634,-0.474114634,0.685809801,-3.884145615,1.299751339,3.286805448,2.081403299,-0.522826829,1.617604665,1.863055723
